URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.de/ValueSet/ask,1.5.4,active,,ASK,ASK ValueSet,"Arzneimittel-Stoffkatalog (ASK) Nummern","StructureDefinition/mii-eyematics-ivom-medication","de.basisprofil.r4"
http://fhir.de/ValueSet/bfarm/atc,1.5.4,active,,ATC,ATC ValueSet,"Anatomisch-therapeutisch-chemische Klassifkation (ATC) mit Tagesdosen deutsche Fassung","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/mii-eyematics-ivom-medication","de.basisprofil.r4"
http://fhir.de/ValueSet/ifa/pzn,1.5.4,active,,PZN,PZN ValueSet,"Die Pharmazentralnummer (PZN) ist ein in Deutschland bundeseinheitlicher Identifikationsschlüssel für Arzneimittel, Hilfsmittel und andere Apothekenprodukte. Sie ist eine achtstellige Nummer (7 Ziffern + Prüfziffer) mit vorangestelltem Minus-Zeichen, die Arzneimittel nach Bezeichnung, Darreichungsform, Wirkstoffstärke und Packungsgröße eindeutig kennzeichnet. Sie wird im Klartext (Zahlen) mit vorangestelltem „PZN“ und als Strichcode (Code39) auf jede Arzneimittelpackung aufgedruckt, wobei die Zeichenfolge „PZN“ nicht im Strichcode enthalten ist.","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/mii-eyematics-ivom-medication","de.basisprofil.r4"
http://hl7.org/fhir/ValueSet/additional-instruction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.95",SNOMEDCTAdditionalDosageInstructions,SNOMED CT Additional Dosage Instructions,"This value set includes all SNOMED CT Additional Dosage Instructions.","StructureDefinition/mii-eyematics-ivi-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/mii-eyematics-ivi-medicationrequest","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/mii-eyematics-ivom-paracentesis,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","SCT"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/OphthalmicDiagnosticReport","SCT"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicDiagnosticReport,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/mii-eyematics-ivom-medication,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/IOP,StructureDefinition/mii-eyematics-ivom-paracentesis,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/IOP,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","THO"
http://hl7.org/fhir/ValueSet/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"The days of the week.","StructureDefinition/mii-eyematics-ivi-medicationrequest","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/device-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.425",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/device-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.208",FHIRDeviceTypes,FHIR Device Types,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/mii-eyematics-ivom-paracentesis","SCT"
http://hl7.org/fhir/ValueSet/diagnostic-report-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.235",DiagnosticReportStatus,DiagnosticReportStatus,"The status of the diagnostic report.","StructureDefinition/OphthalmicDiagnosticReport","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/diagnostic-service-sections,4.0.1,draft,"2.16.840.1.113883.4.642.3.234",DiagnosticServiceSectionCodes,Diagnostic Service Section Codes,"This value set includes all the codes in HL7 V2 table 0074.","StructureDefinition/OphthalmicDiagnosticReport","THO (V2)"
http://hl7.org/fhir/ValueSet/dose-rate-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.981",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO"
http://hl7.org/fhir/ValueSet/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/mii-eyematics-ivom-paracentesis","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/event-timing,4.0.1,active,"2.16.840.1.113883.4.642.3.75",EventTiming,EventTiming,"Real world event relating to the schedule.","StructureDefinition/mii-eyematics-ivi-medicationrequest","THO (V3),hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/oct-dril,StructureDefinition/observation-elm-disruption,StructureDefinition/OphthalmicDiagnosticReport,StructureDefinition/OphthalmicObservation,StructureDefinition/OpticDiscDiameter,StructureDefinition/MacularEdema,StructureDefinition/Angiography,StructureDefinition/mii-eyematics-ivom-medication,StructureDefinition/AnteriorChamberFlare,StructureDefinition/RetinalVasculitis,StructureDefinition/IrisSynechiae,StructureDefinition/RNFLThickness,StructureDefinition/mii-eyematics-ivom-medicationadministration,StructureDefinition/observation-visual-acuity,StructureDefinition/oct-vmt,StructureDefinition/oct-hrf,StructureDefinition/PapillEdema,StructureDefinition/AnteriorChamberCells,StructureDefinition/mii-eyematics-ivi-medicationrequest,StructureDefinition/IOP,StructureDefinition/mii-eyematics-ivom-paracentesis,StructureDefinition/RetinalThickness,StructureDefinition/mii-eyematics-ivom-hand-movement-perception","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/med-admin-perform-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.349",MedicationAdministration Performer Function Codes,Medication administration  performer  function  codes,"MedicationAdministration Performer Function Codes","StructureDefinition/mii-eyematics-ivom-medicationadministration","THO"
